step;lr;trainingloss;trainingppl
24250;0.73; 3.92;   50.21
24260;0.73; 3.86;   47.33
24270;0.73; 3.90;   49.59
24280;0.73; 3.96;   52.64
24290;0.73; 3.98;   53.77
24300;0.73; 3.98;   53.56
24310;0.73; 3.91;   49.97
24320;0.73; 3.84;   46.49
24330;0.73; 3.84;   46.53
24340;0.73; 3.92;   50.28
24350;0.73; 3.92;   50.15
24360;0.72; 3.91;   50.14
24370;0.72; 3.93;   51.11
24380;0.72; 3.86;   47.25
24390;0.72; 3.99;   54.21
24400;0.72; 4.00;   54.83
24410;0.72; 3.93;   50.96
24420;0.72; 3.86;   47.54
24430;0.72; 3.98;   53.62
24440;0.72; 3.93;   51.15
24450;0.72; 3.96;   52.65
24460;0.72; 3.89;   48.80
24470;0.72; 3.81;   45.19
24480;0.72; 3.84;   46.49
24490;0.72; 3.91;   49.68
24500;0.72; 4.01;   55.06
24510;0.72; 3.87;   48.18
24520;0.72; 3.84;   46.48
24530;0.72; 3.95;   51.71
24540;0.72; 3.97;   52.77
24550;0.72; 3.87;   48.08
24560;0.72; 4.02;   55.62
24570;0.72; 3.95;   52.07
24580;0.72; 3.92;   50.20
24590;0.72; 3.91;   50.09
24600;0.72; 3.84;   46.46
24610;0.72; 3.86;   47.38
24620;0.72; 3.96;   52.72
24630;0.72; 3.93;   50.88
24640;0.72; 3.91;   50.06
24650;0.72; 3.87;   48.05
24660;0.72; 3.79;   44.17
24670;0.72; 3.83;   46.27
24680;0.72; 3.72;   41.07
24690;0.72; 3.77;   43.40
24700;0.72; 3.95;   51.68
24710;0.72; 3.85;   46.92
24720;0.72; 3.92;   50.23
24730;0.72; 3.91;   49.99
24740;0.72; 4.02;   55.70
24750;0.72; 3.87;   48.03
24760;0.72; 3.91;   49.78
24770;0.72; 3.89;   48.73
24780;0.72; 3.99;   53.99
24790;0.72; 3.80;   44.52
24800;0.72; 3.85;   47.16
24810;0.72; 3.96;   52.61
24820;0.72; 3.85;   46.83
24830;0.72; 4.02;   55.92
24840;0.72; 4.08;   59.36
24850;0.72; 3.84;   46.53
24860;0.72; 3.91;   49.67
24870;0.72; 3.89;   48.78
24880;0.72; 3.92;   50.24
24890;0.72; 4.01;   55.15
24900;0.72; 3.92;   50.52
24910;0.72; 3.85;   46.84
24920;0.72; 3.87;   47.99
24930;0.72; 3.92;   50.32
24940;0.72; 3.86;   47.42
24950;0.72; 3.97;   52.81
24960;0.72; 3.93;   50.93
24970;0.72; 3.95;   51.72
24980;0.72; 3.95;   51.82
24990;0.72; 3.94;   51.44
25000;0.72; 3.85;   47.02
25010;0.72; 3.87;   47.71
25030;0.72; 4.30;   73.75
25040;0.72; 3.91;   50.03
25050;0.71; 3.95;   51.83
25060;0.71; 3.96;   52.71
25070;0.71; 3.93;   50.87
25080;0.71; 3.93;   50.74
25090;0.71; 3.85;   46.94
25100;0.71; 3.99;   53.90
25110;0.71; 4.01;   55.01
25120;0.71; 3.97;   52.87
25130;0.71; 3.93;   51.15
25140;0.71; 3.82;   45.58
25150;0.71; 3.88;   48.64
25160;0.71; 3.94;   51.55
25170;0.71; 3.95;   51.77
25180;0.71; 3.96;   52.20
25190;0.71; 3.93;   50.86
25200;0.71; 3.94;   51.57
25210;0.71; 3.97;   52.81
25220;0.71; 3.86;   47.34
25230;0.71; 3.89;   49.07
25240;0.71; 3.92;   50.32
25250;0.71; 3.98;   53.58
25260;0.71; 3.98;   53.37
25270;0.71; 3.83;   46.18
25280;0.71; 3.96;   52.27
25290;0.71; 3.94;   51.47
25300;0.71; 3.88;   48.35
25310;0.71; 3.93;   50.82
25320;0.71; 4.01;   55.37
25330;0.71; 3.88;   48.52
25340;0.71; 3.95;   51.79
25350;0.71; 3.94;   51.66
25360;0.71; 3.94;   51.26
25370;0.71; 3.94;   51.55
25380;0.71; 3.95;   51.93
25390;0.71; 4.03;   55.99
25400;0.71; 4.03;   56.09
25410;0.71; 4.07;   58.57
25420;0.71; 3.98;   53.63
25430;0.71; 3.93;   50.92
25440;0.71; 3.91;   50.03
25450;0.71; 3.90;   49.52
25460;0.71; 3.94;   51.43
25470;0.71; 3.97;   52.84
25480;0.71; 4.02;   55.51
25490;0.71; 4.05;   57.59
25500;0.71; 4.03;   56.19
25510;0.71; 3.89;   48.79
25520;0.71; 3.97;   52.82
25530;0.71; 3.77;   43.57
25540;0.71; 3.90;   49.27
25550;0.71; 3.91;   49.96
25560;0.71; 3.91;   50.04
25570;0.71; 3.82;   45.55
25580;0.71; 3.90;   49.40
25590;0.71; 3.95;   51.89
25600;0.71; 4.04;   56.71
25610;0.71; 3.98;   53.47
25620;0.71; 3.85;   47.02
25630;0.71; 3.89;   48.84
25640;0.71; 3.90;   49.25
25650;0.71; 3.82;   45.81
25660;0.71; 3.89;   48.82
25670;0.71; 3.93;   51.00
25680;0.71; 3.96;   52.42
25690;0.71; 3.95;   51.71
25700;0.71; 3.88;   48.36
25710;0.71; 3.83;   45.92
25720;0.71; 3.82;   45.73
25730;0.71; 3.89;   48.99
25740;0.71; 3.88;   48.56
25750;0.71; 3.89;   48.69
25760;0.70; 3.89;   48.74
25770;0.70; 3.84;   46.62
25780;0.70; 3.98;   53.61
25790;0.70; 3.97;   52.87
25800;0.70; 3.91;   49.94
25810;0.70; 3.84;   46.35
25820;0.70; 3.93;   51.01
25830;0.70; 3.90;   49.49
25840;0.70; 3.93;   50.73
25850;0.70; 3.85;   46.95
25860;0.70; 3.79;   44.30
25870;0.70; 3.79;   44.23
25880;0.70; 3.85;   47.20
25890;0.70; 3.97;   52.85
25900;0.70; 3.85;   47.10
25910;0.70; 3.81;   45.17
25920;0.70; 3.93;   50.67
25930;0.70; 3.93;   51.12
25940;0.70; 3.84;   46.48
25950;0.70; 3.97;   53.14
25960;0.70; 3.92;   50.57
25970;0.70; 3.88;   48.55
25980;0.70; 3.87;   47.88
25990;0.70; 3.82;   45.47
26000;0.70; 3.83;   46.01
26010;0.70; 3.94;   51.23
26020;0.70; 3.91;   49.67
26030;0.70; 3.89;   48.86
26040;0.70; 3.86;   47.30
26050;0.70; 3.75;   42.67
26060;0.70; 3.79;   44.26
26070;0.70; 3.69;   40.15
26080;0.70; 3.74;   42.23
26090;0.70; 3.92;   50.40
26100;0.70; 3.84;   46.67
26110;0.70; 3.90;   49.59
26120;0.70; 3.90;   49.30
26130;0.70; 3.99;   54.19
26140;0.70; 3.84;   46.74
26150;0.70; 3.87;   48.12
26160;0.70; 3.87;   47.85
26170;0.70; 3.95;   52.13
26180;0.70; 3.77;   43.33
26190;0.70; 3.84;   46.42
26200;0.70; 3.93;   50.91
26210;0.70; 3.81;   45.21
26220;0.70; 3.96;   52.66
26230;0.70; 4.06;   57.88
26240;0.70; 3.81;   45.37
26250;0.70; 3.87;   47.96
26260;0.70; 3.85;   47.03
26270;0.70; 3.88;   48.41
26280;0.70; 3.99;   53.85
26290;0.70; 3.91;   49.98
26300;0.70; 3.80;   44.73
26310;0.70; 3.84;   46.54
26320;0.70; 3.90;   49.24
26330;0.70; 3.81;   45.14
26340;0.70; 3.92;   50.59
26350;0.70; 3.91;   50.06
26360;0.70; 3.90;   49.37
26370;0.70; 3.93;   50.77
26380;0.70; 3.90;   49.38
26390;0.70; 3.81;   45.29
26400;0.70; 3.85;   46.94
26420;0.70; 4.28;   72.15
26430;0.70; 3.89;   48.78
26440;0.70; 3.93;   51.14
26450;0.70; 3.91;   49.89
26460;0.70; 3.91;   50.08
26470;0.70; 3.90;   49.24
26480;0.70; 3.82;   45.75
26490;0.70; 3.95;   51.84
26500;0.70; 3.98;   53.45
26510;0.69; 3.94;   51.54
26520;0.69; 3.90;   49.37
26530;0.69; 3.79;   44.22
26540;0.69; 3.85;   46.98
26550;0.69; 3.91;   49.74
26560;0.69; 3.91;   49.68
26570;0.69; 3.93;   50.76
26580;0.69; 3.89;   48.90
26590;0.69; 3.92;   50.60
26600;0.69; 3.93;   50.85
26610;0.69; 3.82;   45.52
26620;0.69; 3.86;   47.47
26630;0.69; 3.91;   49.70
26640;0.69; 3.94;   51.63
26650;0.69; 3.95;   52.00
26660;0.69; 3.80;   44.81
26670;0.69; 3.92;   50.27
26680;0.69; 3.91;   50.11
26690;0.69; 3.85;   47.00
26700;0.69; 3.92;   50.35
26710;0.69; 3.97;   53.01
26720;0.69; 3.87;   47.82
26730;0.69; 3.92;   50.49
26740;0.69; 3.91;   50.05
26750;0.69; 3.89;   48.95
26760;0.69; 3.91;   49.68
26770;0.69; 3.93;   50.85
26780;0.69; 3.99;   54.22
26790;0.69; 4.01;   54.87
26800;0.69; 4.03;   56.38
26810;0.69; 3.95;   52.14
26820;0.69; 3.89;   48.96
26830;0.69; 3.88;   48.56
26840;0.69; 3.87;   47.92
26850;0.69; 3.94;   51.26
26860;0.69; 3.93;   51.14
26870;0.69; 4.00;   54.38
26880;0.69; 4.03;   56.40
26890;0.69; 4.01;   54.89
26900;0.69; 3.87;   47.80
26910;0.69; 3.95;   51.92
26920;0.69; 3.74;   42.28
26930;0.69; 3.87;   47.73
26940;0.69; 3.89;   49.04
26950;0.69; 3.88;   48.27
26960;0.69; 3.80;   44.63
26970;0.69; 3.87;   47.76
26980;0.69; 3.93;   50.69
26990;0.69; 3.98;   53.46
27000;0.69; 3.94;   51.29
27010;0.69; 3.83;   46.00
27020;0.69; 3.86;   47.64
27030;0.69; 3.86;   47.40
27040;0.69; 3.79;   44.11
27050;0.69; 3.85;   47.07
27060;0.69; 3.91;   49.97
27070;0.69; 3.93;   51.07
27080;0.69; 3.93;   51.01
27090;0.69; 3.84;   46.48
27100;0.69; 3.80;   44.48
27110;0.69; 3.76;   43.12
27120;0.69; 3.87;   47.76
27130;0.69; 3.87;   47.92
27140;0.69; 3.86;   47.69
27150;0.69; 3.87;   47.82
27160;0.69; 3.81;   45.22
27170;0.69; 3.95;   51.82
27180;0.69; 3.94;   51.60
27190;0.69; 3.87;   48.18
27200;0.69; 3.80;   44.65
27210;0.69; 3.89;   48.94
27220;0.69; 3.88;   48.55
27230;0.69; 3.90;   49.39
27240;0.69; 3.81;   45.31
27250;0.69; 3.77;   43.33
27260;0.69; 3.78;   43.64
27270;0.69; 3.83;   46.15
27280;0.69; 3.95;   52.17
27290;0.68; 3.83;   46.22
27300;0.68; 3.79;   44.14
27310;0.68; 3.90;   49.54
27320;0.68; 3.91;   49.91
27330;0.68; 3.80;   44.74
27340;0.68; 3.94;   51.36
27350;0.68; 3.90;   49.52
27360;0.68; 3.85;   47.04
27370;0.68; 3.85;   47.13
27380;0.68; 3.79;   44.04
27390;0.68; 3.81;   45.21
27400;0.68; 3.89;   48.99
27410;0.68; 3.89;   49.06
27420;0.68; 3.85;   46.92
27430;0.68; 3.82;   45.52
27440;0.68; 3.72;   41.31
27450;0.68; 3.77;   43.39
27460;0.68; 3.68;   39.46
27470;0.68; 3.72;   41.37
27480;0.68; 3.87;   48.05
27490;0.68; 3.79;   44.16
27500;0.68; 3.86;   47.70
27510;0.68; 3.86;   47.46
27520;0.68; 3.96;   52.40
27530;0.68; 3.81;   45.17
27540;0.68; 3.87;   47.91
27550;0.68; 3.85;   47.05
27560;0.68; 3.94;   51.19
27570;0.68; 3.76;   42.75
27580;0.68; 3.80;   44.50
27590;0.68; 3.89;   49.10
27600;0.68; 3.79;   44.22
27610;0.68; 3.95;   52.10
27620;0.68; 4.02;   55.86
27630;0.68; 3.77;   43.49
27640;0.68; 3.85;   47.11
27650;0.68; 3.83;   45.84
27660;0.68; 3.85;   47.21
27670;0.68; 3.95;   52.15
27680;0.68; 3.88;   48.31
27690;0.68; 3.78;   43.91
27700;0.68; 3.83;   45.95
27710;0.68; 3.86;   47.24
27720;0.68; 3.78;   43.87
27730;0.68; 3.91;   49.80
27740;0.68; 3.89;   49.11
27750;0.68; 3.88;   48.53
27760;0.68; 3.89;   48.89
27770;0.68; 3.88;   48.38
27780;0.68; 3.79;   44.09
27790;0.68; 3.82;   45.70
27810;0.68; 4.24;   69.74
27820;0.68; 3.87;   47.99
27830;0.68; 3.90;   49.59
27840;0.68; 3.90;   49.52
27850;0.68; 3.88;   48.62
27860;0.68; 3.86;   47.62
27870;0.68; 3.79;   44.34
27880;0.68; 3.93;   50.70
27890;0.68; 3.94;   51.30
27900;0.68; 3.92;   50.36
27910;0.68; 3.88;   48.59
27920;0.68; 3.77;   43.21
27930;0.68; 3.83;   46.06
27940;0.68; 3.89;   48.81
27950;0.68; 3.89;   48.82
27960;0.68; 3.89;   49.03
27970;0.68; 3.87;   47.89
27980;0.68; 3.89;   49.13
27990;0.68; 3.91;   49.90
28000;0.68; 3.78;   43.64
28010;0.68; 3.84;   46.43
28020;0.68; 3.87;   48.04
28030;0.68; 3.93;   50.92
28040;0.68; 3.92;   50.55
28050;0.68; 3.77;   43.37
28060;0.68; 3.88;   48.61
28070;0.68; 3.88;   48.48
28080;0.68; 3.83;   46.05
28090;0.68; 3.89;   48.89
28100;0.67; 3.94;   51.59
28110;0.67; 3.83;   45.91
28120;0.67; 3.89;   49.05
28130;0.67; 3.88;   48.25
28140;0.67; 3.86;   47.42
28150;0.67; 3.87;   48.07
28160;0.67; 3.88;   48.24
28170;0.67; 3.97;   52.98
28180;0.67; 3.98;   53.43
28190;0.67; 4.01;   55.08
28200;0.67; 3.93;   50.94
28210;0.67; 3.88;   48.26
28220;0.67; 3.86;   47.65
28230;0.67; 3.82;   45.82
28240;0.67; 3.90;   49.40
28250;0.67; 3.91;   49.93
28260;0.67; 3.97;   53.03
28270;0.67; 4.01;   55.21
28280;0.67; 3.97;   53.02
28290;0.67; 3.84;   46.54
28300;0.67; 3.91;   49.91
28310;0.67; 3.72;   41.10
28320;0.67; 3.83;   46.29
28330;0.67; 3.85;   47.04
28340;0.67; 3.85;   46.98
28350;0.67; 3.77;   43.37
28360;0.67; 3.84;   46.52
28370;0.67; 3.89;   48.68
28380;0.67; 3.96;   52.39
28390;0.67; 3.90;   49.59
28400;0.67; 3.81;   45.13
28410;0.67; 3.83;   46.18
28420;0.67; 3.84;   46.33
28430;0.67; 3.75;   42.73
28440;0.67; 3.82;   45.52
28450;0.67; 3.88;   48.46
28460;0.67; 3.90;   49.48
28470;0.67; 3.89;   49.11
28480;0.67; 3.81;   45.19
28490;0.67; 3.77;   43.25
28500;0.67; 3.74;   42.09
28510;0.67; 3.84;   46.42
28520;0.67; 3.83;   46.27
28530;0.67; 3.83;   46.26
28540;0.67; 3.83;   46.27
28550;0.67; 3.78;   43.62
28560;0.67; 3.92;   50.19
28570;0.67; 3.92;   50.22
28580;0.67; 3.85;   47.01
28590;0.67; 3.77;   43.57
28600;0.67; 3.86;   47.61
28610;0.67; 3.84;   46.71
28620;0.67; 3.87;   47.75
28630;0.67; 3.79;   44.47
28640;0.67; 3.73;   41.66
28650;0.67; 3.75;   42.44
28660;0.67; 3.80;   44.90
28670;0.67; 3.90;   49.53
28680;0.67; 3.80;   44.71
28690;0.67; 3.76;   43.06
28700;0.67; 3.86;   47.48
28710;0.67; 3.87;   47.78
28720;0.67; 3.78;   43.88
28730;0.67; 3.90;   49.62
28740;0.67; 3.88;   48.28
28750;0.67; 3.83;   46.22
28760;0.67; 3.82;   45.67
28770;0.67; 3.77;   43.32
28780;0.67; 3.78;   43.71
28790;0.67; 3.87;   48.17
28800;0.67; 3.84;   46.46
28810;0.67; 3.83;   46.20
28820;0.67; 3.80;   44.62
28830;0.67; 3.71;   40.77
28840;0.67; 3.74;   42.17
28850;0.67; 3.66;   38.92
28860;0.67; 3.70;   40.25
28870;0.67; 3.87;   47.99
28880;0.67; 3.77;   43.43
28890;0.67; 3.83;   46.08
28900;0.67; 3.84;   46.39
28910;0.67; 3.93;   50.93
28920;0.67; 3.77;   43.59
28930;0.67; 3.83;   46.17
28940;0.67; 3.82;   45.45
28950;0.67; 3.91;   49.84
28960;0.66; 3.72;   41.16
28970;0.66; 3.77;   43.45
28980;0.66; 3.88;   48.55
28990;0.66; 3.76;   42.82
29000;0.66; 3.92;   50.26
29010;0.66; 3.99;   54.32
29020;0.66; 3.75;   42.63
29030;0.66; 3.82;   45.66
29040;0.66; 3.81;   45.03
29050;0.66; 3.83;   46.25
29060;0.66; 3.93;   51.14
29070;0.66; 3.85;   46.79
29080;0.66; 3.76;   42.98
29090;0.66; 3.79;   44.14
29100;0.66; 3.84;   46.65
29110;0.66; 3.76;   42.82
29120;0.66; 3.87;   47.97
29130;0.66; 3.86;   47.55
29140;0.66; 3.86;   47.60
29150;0.66; 3.86;   47.61
29160;0.66; 3.83;   46.02
29170;0.66; 3.78;   43.76
29180;0.66; 3.80;   44.77
29200;0.66; 4.23;   68.40
29210;0.66; 3.84;   46.39
29220;0.66; 3.88;   48.37
29230;0.66; 3.88;   48.27
29240;0.66; 3.85;   47.07
29250;0.66; 3.85;   46.88
29260;0.66; 3.78;   43.79
29270;0.66; 3.90;   49.20
29280;0.66; 3.91;   50.13
29290;0.66; 3.88;   48.40
29300;0.66; 3.85;   46.77
29310;0.66; 3.73;   41.51
29320;0.66; 3.80;   44.86
29330;0.66; 3.85;   46.90
29340;0.66; 3.85;   46.84
29350;0.66; 3.86;   47.63
29360;0.66; 3.85;   46.81
29370;0.66; 3.86;   47.51
29380;0.66; 3.89;   48.76
29390;0.66; 3.77;   43.33
29400;0.66; 3.81;   45.21
29410;0.66; 3.84;   46.42
29420;0.66; 3.89;   48.76
29430;0.66; 3.90;   49.35
29440;0.66; 3.76;   42.91
29450;0.66; 3.86;   47.61
29460;0.66; 3.85;   47.08
29470;0.66; 3.80;   44.76
29480;0.66; 3.85;   47.02
29490;0.66; 3.92;   50.47
29500;0.66; 3.80;   44.67
29510;0.66; 3.86;   47.27
29520;0.66; 3.85;   46.91
29530;0.66; 3.85;   46.89
29540;0.66; 3.84;   46.58
29550;0.66; 3.86;   47.31
29560;0.66; 3.93;   50.70
29570;0.66; 3.95;   51.86
29580;0.66; 3.97;   53.10
29590;0.66; 3.88;   48.65
29600;0.66; 3.86;   47.25
29610;0.66; 3.83;   46.00
29620;0.66; 3.80;   44.64
29630;0.66; 3.87;   47.77
29640;0.66; 3.88;   48.23
29650;0.66; 3.93;   51.08
29660;0.66; 3.98;   53.38
29670;0.66; 3.94;   51.50
29680;0.66; 3.81;   45.25
29690;0.66; 3.88;   48.60
29700;0.66; 3.69;   40.11
29710;0.66; 3.81;   45.09
29720;0.66; 3.83;   46.27
29730;0.66; 3.82;   45.69
29740;0.66; 3.73;   41.66
29750;0.66; 3.82;   45.52
29760;0.66; 3.87;   47.88
29770;0.66; 3.94;   51.22
29780;0.66; 3.88;   48.61
29790;0.66; 3.78;   43.68
29800;0.66; 3.81;   45.05
29810;0.66; 3.81;   45.00
29820;0.66; 3.74;   42.06
29830;0.66; 3.81;   45.07
29840;0.66; 3.85;   46.79
29850;0.65; 3.87;   48.15
29860;0.65; 3.87;   47.76
29870;0.65; 3.78;   43.89
29880;0.65; 3.75;   42.46
29890;0.65; 3.72;   41.36
29900;0.65; 3.80;   44.77
29910;0.65; 3.82;   45.56
29920;0.65; 3.81;   45.05
29930;0.65; 3.80;   44.62
29940;0.65; 3.75;   42.62
29950;0.65; 3.89;   49.08
29960;0.65; 3.87;   48.03
29970;0.65; 3.82;   45.80
29980;0.65; 3.75;   42.71
29990;0.65; 3.85;   47.16
30000;0.65; 3.82;   45.73
30010;0.65; 3.85;   46.76
30020;0.65; 3.76;   43.08
30030;0.65; 3.71;   40.86
30040;0.65; 3.74;   41.89
30050;0.65; 3.79;   44.43
30060;0.65; 3.89;   48.82
30070;0.65; 3.78;   43.64
30080;0.65; 3.72;   41.26
30090;0.65; 3.83;   46.22
30100;0.65; 3.85;   46.88
30110;0.65; 3.76;   42.92
30120;0.65; 3.88;   48.46
30130;0.65; 3.83;   46.24
30140;0.65; 3.81;   45.01
30150;0.65; 3.80;   44.49
30160;0.65; 3.74;   42.25
30170;0.65; 3.76;   42.82
30180;0.65; 3.85;   46.76
30190;0.65; 3.82;   45.79
30200;0.65; 3.79;   44.39
30210;0.65; 3.76;   42.84
30220;0.65; 3.67;   39.28
30230;0.65; 3.70;   40.49
30240;0.65; 3.63;   37.86
30250;0.65; 3.68;   39.65
30260;0.65; 3.84;   46.37
30270;0.65; 3.74;   41.95
30280;0.65; 3.81;   45.02
30290;0.65; 3.80;   44.62
30300;0.65; 3.91;   49.80
30310;0.65; 3.75;   42.73
30320;0.65; 3.80;   44.58
30330;0.65; 3.80;   44.52
30340;0.65; 3.88;   48.30
30350;0.65; 3.69;   40.24
30360;0.65; 3.75;   42.34
30370;0.65; 3.84;   46.39
30380;0.65; 3.74;   42.26
30390;0.65; 3.88;   48.55
30400;0.65; 3.98;   53.49
30410;0.65; 3.73;   41.48
30420;0.65; 3.79;   44.30
30430;0.65; 3.78;   43.73
30440;0.65; 3.79;   44.28
30450;0.65; 3.90;   49.34
30460;0.65; 3.80;   44.92
30470;0.65; 3.73;   41.56
30480;0.65; 3.77;   43.17
30490;0.65; 3.82;   45.43
30500;0.65; 3.74;   41.98
30510;0.65; 3.84;   46.41
30520;0.65; 3.84;   46.34
30530;0.65; 3.82;   45.61
30540;0.65; 3.84;   46.43
30550;0.65; 3.81;   45.10
30560;0.65; 3.75;   42.53
30570;0.65; 3.78;   43.83
30590;0.65; 4.19;   65.78
30600;0.65; 3.81;   45.21
30610;0.65; 3.85;   47.11
30620;0.65; 3.85;   47.19
30630;0.65; 3.84;   46.38
30640;0.65; 3.81;   45.27
30650;0.65; 3.75;   42.62
30660;0.65; 3.87;   47.90
30670;0.65; 3.89;   48.72
30680;0.65; 3.86;   47.64
30690;0.65; 3.82;   45.52
30700;0.65; 3.71;   40.71
30710;0.65; 3.77;   43.50
30720;0.65; 3.81;   45.36
30730;0.65; 3.84;   46.41
30740;0.65; 3.84;   46.63
30750;0.65; 3.83;   45.89
30760;0.65; 3.83;   46.13
30770;0.65; 3.85;   47.00
30780;0.64; 3.76;   42.93
30790;0.64; 3.78;   43.89
30800;0.64; 3.82;   45.40
30810;0.64; 3.85;   47.18
30820;0.64; 3.86;   47.26
30830;0.64; 3.73;   41.80
30840;0.64; 3.83;   46.23
30850;0.64; 3.83;   46.13
30860;0.64; 3.78;   43.93
30870;0.64; 3.84;   46.31
30880;0.64; 3.89;   48.68
30890;0.64; 3.77;   43.17
30900;0.64; 3.84;   46.63
30910;0.64; 3.82;   45.38
30920;0.64; 3.82;   45.39
30930;0.64; 3.83;   45.96
30940;0.64; 3.83;   46.29
30950;0.64; 3.92;   50.21
30960;0.64; 3.93;   50.83
30970;0.64; 3.94;   51.41
30980;0.64; 3.85;   46.97
30990;0.64; 3.83;   45.86
31000;0.64; 3.80;   44.78
31010;0.64; 3.80;   44.55
31020;0.64; 3.86;   47.52
31030;0.64; 3.85;   46.87
31040;0.64; 3.91;   50.00
31050;0.64; 3.95;   52.07
31060;0.64; 3.92;   50.44
31070;0.64; 3.78;   43.74
31080;0.64; 3.86;   47.44
31090;0.64; 3.67;   39.32
31100;0.64; 3.79;   44.09
31110;0.64; 3.80;   44.73
31120;0.64; 3.79;   44.44
31130;0.64; 3.70;   40.60
31140;0.64; 3.80;   44.85
31150;0.64; 3.85;   47.06
31160;0.64; 3.92;   50.54
31170;0.64; 3.85;   46.96
31180;0.64; 3.75;   42.62
31190;0.64; 3.78;   43.66
31200;0.64; 3.78;   43.76
31210;0.64; 3.70;   40.31
31220;0.64; 3.79;   44.38
31230;0.64; 3.83;   45.84
31240;0.64; 3.85;   46.80
31250;0.64; 3.83;   46.23
31260;0.64; 3.76;   42.79
31270;0.64; 3.72;   41.36
31280;0.64; 3.72;   41.25
31290;0.64; 3.78;   43.87
31300;0.64; 3.79;   44.38
31310;0.64; 3.78;   43.60
31320;0.64; 3.79;   44.09
31330;0.64; 3.73;   41.65
31340;0.64; 3.86;   47.37
31350;0.64; 3.85;   46.93
31360;0.64; 3.80;   44.76
31370;0.64; 3.73;   41.56
31380;0.64; 3.81;   45.20
31390;0.64; 3.80;   44.72
31400;0.64; 3.81;   45.00
31410;0.64; 3.75;   42.34
31420;0.64; 3.69;   40.15
31430;0.64; 3.70;   40.26
31440;0.64; 3.78;   43.73
31450;0.64; 3.87;   47.75
31460;0.64; 3.75;   42.70
31470;0.64; 3.70;   40.43
31480;0.64; 3.82;   45.46
31490;0.64; 3.82;   45.55
31500;0.64; 3.73;   41.74
31510;0.64; 3.84;   46.71
31520;0.64; 3.81;   45.09
31530;0.64; 3.78;   43.70
31540;0.64; 3.78;   43.76
31550;0.64; 3.71;   40.84
31560;0.64; 3.74;   42.13
31570;0.64; 3.82;   45.49
31580;0.64; 3.79;   44.41
31590;0.64; 3.76;   42.97
31600;0.64; 3.73;   41.83
31610;0.64; 3.65;   38.55
31620;0.64; 3.70;   40.46
31630;0.64; 3.60;   36.74
31640;0.64; 3.65;   38.41
31650;0.64; 3.82;   45.62
31660;0.64; 3.72;   41.26
31670;0.64; 3.80;   44.79
31680;0.64; 3.77;   43.42
31690;0.64; 3.87;   47.96
31700;0.64; 3.73;   41.56
31710;0.64; 3.78;   43.60
31720;0.64; 3.76;   43.01
31730;0.64; 3.85;   47.06
31740;0.64; 3.66;   38.82
31750;0.64; 3.72;   41.41
31760;0.63; 3.83;   45.94
31770;0.63; 3.71;   40.95
31780;0.63; 3.87;   47.75
31790;0.63; 3.95;   51.94
31800;0.63; 3.69;   40.22
31810;0.63; 3.76;   43.00
31820;0.63; 3.75;   42.37
31830;0.63; 3.77;   43.39
31840;0.63; 3.89;   49.00
31850;0.63; 3.78;   43.76
31860;0.63; 3.72;   41.07
31870;0.63; 3.73;   41.81
31880;0.63; 3.80;   44.57
31890;0.63; 3.72;   41.32
31900;0.63; 3.81;   45.34
31910;0.63; 3.81;   45.30
31920;0.63; 3.81;   45.35
31930;0.63; 3.82;   45.39
31940;0.63; 3.79;   44.23
31950;0.63; 3.72;   41.43
31960;0.63; 3.74;   42.24
31980;0.63; 4.16;   64.29
31990;0.63; 3.79;   44.28
32000;0.63; 3.82;   45.75
32010;0.63; 3.82;   45.52
32020;0.63; 3.81;   45.15
32030;0.63; 3.78;   44.00
32040;0.63; 3.74;   42.02
32050;0.63; 3.85;   47.02
32060;0.63; 3.86;   47.60
32070;0.63; 3.83;   46.11
32080;0.63; 3.81;   45.35
32090;0.63; 3.68;   39.69
32100;0.63; 3.74;   41.92
32110;0.63; 3.79;   44.14
32120;0.63; 3.79;   44.22
32130;0.63; 3.83;   46.12
32140;0.63; 3.79;   44.43
32150;0.63; 3.82;   45.66
32160;0.63; 3.81;   45.20
32170;0.63; 3.71;   40.99
32180;0.63; 3.77;   43.17
32190;0.63; 3.80;   44.89
32200;0.63; 3.84;   46.48
32210;0.63; 3.85;   46.99
32220;0.63; 3.70;   40.43
32230;0.63; 3.81;   44.94
32240;0.63; 3.80;   44.78
32250;0.63; 3.76;   43.00
32260;0.63; 3.82;   45.50
32270;0.63; 3.87;   47.76
32280;0.63; 3.75;   42.60
32290;0.63; 3.81;   45.06
32300;0.63; 3.80;   44.72
32310;0.63; 3.79;   44.42
32320;0.63; 3.80;   44.83
32330;0.63; 3.81;   45.28
32340;0.63; 3.87;   47.99
32350;0.63; 3.88;   48.44
32360;0.63; 3.92;   50.45
32370;0.63; 3.84;   46.75
32380;0.63; 3.78;   43.90
32390;0.63; 3.78;   43.91
32400;0.63; 3.76;   42.88
32410;0.63; 3.82;   45.53
32420;0.63; 3.83;   46.06
32430;0.63; 3.88;   48.50
32440;0.63; 3.94;   51.17
32450;0.63; 3.90;   49.21
32460;0.63; 3.78;   43.61
32470;0.63; 3.84;   46.65
32480;0.63; 3.64;   38.27
32490;0.63; 3.76;   42.99
32500;0.63; 3.78;   44.02
32510;0.63; 3.77;   43.26
32520;0.63; 3.68;   39.61
